"ID";"FarmTypes";"Regions";"Periods";"UtilisedAgriculturalAreaUAA_3";"UtilisedAgriculturalAreaUAA_6";"ArableLandTotal_8";"Cereals_14";"ArableLandTotal_21";"Cereals_27";"HorticultureInTheOpenTotal_34";"HorticultureInTheOpenTotal_40";"HorticultureUnderGlassTotal_46";"HorticultureUnderGlassTotal_51";"GrasslandAndForagePlantsTotal_72";"GrasslandAndForagePlantsTotal_78";"CattleTotal_84";"Sheep_95";"GrazingLivestockTotal_102";"HousedAnimalsTotal_135"
"250";"T001061";"PV25  ";"2010JJ00";"23805970";"   11977";" 2565794";" 1565378";"    2388";"    1712";"  871241";"    1557";" 6659272";"     606";"20302342";"   10619";"  913498";"  154632";"    9002";"    2369"
"251";"T001061";"PV25  ";"2011JJ00";"23443186";"   11630";" 2427056";" 1437905";"    2273";"    1584";"  871638";"    1543";" 6697609";"     575";"20077516";"   10326";"  897495";"  148518";"    8707";"    2169"
"252";"T001061";"PV25  ";"2012JJ00";"23213410";"   11399";" 2291390";" 1382637";"    2237";"    1551";"  867124";"    1492";" 6171024";"     540";"19993186";"   10169";"  894715";"  140830";"    8536";"    1978"
"253";"T001061";"PV25  ";"2013JJ00";"23237497";"   11171";" 2454595";" 1466095";"    2403";"    1682";"  871793";"    1455";" 6136716";"     510";"19849742";"    9965";"  922552";"  144483";"    8331";"    1855"
"254";"T001061";"PV25  ";"2014JJ00";"23182099";"   10875";" 2225391";" 1197435";"    2143";"    1342";"  891773";"    1405";" 6056292";"     470";"20004372";"    9763";"  932778";"  134162";"    8090";"    1738"
"255";"T001061";"PV25  ";"2015JJ00";"23391264";"   10680";" 2080719";" 1128837";"    2046";"    1214";"  925092";"    1370";" 5601612";"     421";"20329437";"    9667";"  930457";"  137791";"    7704";"    1672"
"256";"T001061";"PV25  ";"2016JJ00";"22709030";"    9079";" 2052964";" 1039906";"    1929";"    1111";"  928589";"    1371";" 5199843";"     373";"19675479";"    8180";"  963992";"  105037";"    6463";"    1537"
"257";"T001061";"PV25  ";"2017JJ00";"22708473";"    8915";" 2076362";"  934796";"    1904";"    1097";"  948044";"    1392";" 4525718";"     330";"19638810";"    8066";"  932276";"  107723";"    6369";"    1464"
"258";"T001061";"PV25  ";"2018JJ00";"22727899";"    8798";" 2222560";" 1011002";"    2048";"    1187";"  951968";"    1355";" 4898490";"     302";"19504386";"    7981";"  927473";"  115233";"    6264";"    1433"
"259";"T001061";"PV25  ";"2019JJ00";"22689602";"    8688";" 2416097";" 1156878";"    2208";"    1330";"  963835";"    1355";" 6479588";"     353";"19244874";"    7806";"  919989";"  128069";"    6125";"    1387"
"260";"T001061";"PV25  ";"2020JJ00";"22571599";"    8557";" 2360254";" 1154345";"    2219";"    1366";"  959572";"    1370";" 6651996";"     373";"19185253";"    7713";"  919194";"  123402";"    5993";"    1242"
"261";"T001061";"PV25  ";"2021JJ00";"22542833";"    8456";" 2378268";" 1115364";"    2253";"    1324";"  975200";"    1381";" 7476529";"     382";"19114600";"    7580";"  918659";"  119033";"    5894";"    1190"
"262";"T001061";"PV25  ";"2022JJ00";"22459967";"    8279";" 2604934";" 1344232";"    2430";"    1578";"  969511";"    1390";" 7450050";"     357";"18811021";"    7374";"  905771";"  122448";"    5241";"    1182"
"263";"T001061";"PV25  ";"2023JJ00";"22431521";"    8230";" 2747207";" 1290883";"    3190";"    1559";"  964779";"    1562";" 7293327";"     342";"18646602";"    7385";"  917875";"  120029";"    5618";"    1150"
"264";"T001061";"PV26  ";"2000JJ00";" 6983687";"    3789";"  180091";"   80031";"     355";"     140";"  228118";"     498";" 1924797";"     226";" 6556230";"    3376";"  207461";"   75205";"    3052";"    1002"
"265";"T001061";"PV26  ";"2001JJ00";" 6911404";"    3586";"  185694";"   87698";"     334";"     136";"  220231";"     461";" 1856022";"     195";" 6486919";"    3205";"  204803";"   75381";"    2927";"     866"
"266";"T001061";"PV26  ";"2002JJ00";" 7113997";"    3524";"  196742";"   99389";"     281";"     157";"  228449";"     445";" 1787452";"     176";" 6670931";"    3141";"  204349";"   72211";"    2873";"     808"
"267";"T001061";"PV26  ";"2003JJ00";" 7029467";"    3364";"  165795";"   88946";"     247";"     141";"  209971";"     425";" 1674975";"     164";" 6636951";"    3029";"  202203";"   73242";"    2768";"     703"
"268";"T001061";"PV26  ";"2004JJ00";" 6973533";"    3298";"  186703";"  105781";"     247";"     146";"  210363";"     410";" 1418288";"     157";" 6562284";"    2972";"  199684";"   78852";"    2718";"     672"
"269";"T001061";"PV26  ";"2005JJ00";" 6968979";"    3199";"  178433";"   88317";"     239";"     133";"  203236";"     404";" 1418516";"     145";" 6573125";"    2854";"  200971";"   80260";"    2626";"     659"
"270";"T001061";"PV26  ";"2006JJ00";" 7009201";"    3068";"  187444";"   95364";"     218";"     134";"  206971";"     376";" 1391459";"     127";" 6600871";"    2746";"  198177";"   81804";"    2550";"     590"
"271";"T001061";"PV26  ";"2007JJ00";" 6994996";"    2996";"  181576";"   98862";"     211";"     129";"  206834";"     364";" 1480454";"     126";" 6591781";"    2697";"  197284";"   79915";"    2511";"     577"
"272";"T001061";"PV26  ";"2008JJ00";" 7022023";"    2949";"  172316";"  100126";"     225";"     151";"  206690";"     363";" 1444448";"     112";" 6628573";"    2665";"  202205";"   69847";"    2485";"     524"
"273";"T001061";"PV26  ";"2009JJ00";" 6990720";"    2888";"  155725";"   94619";"     211";"     140";"  210119";"     379";" 1370587";"     100";" 6611170";"    2610";"  203569";"   64888";"    2448";"     479"
"274";"T001061";"PV26  ";"2010JJ00";" 6664287";"    2866";"  128408";"   77098";"     212";"     130";"  216805";"     370";" 1307019";"      91";" 6306004";"    2606";"  199629";"   63235";"    2441";"     454"
"275";"T001061";"PV26  ";"2011JJ00";" 6541508";"    2788";"  121471";"   84285";"     210";"     131";"  212805";"     353";" 1319428";"      87";" 6194038";"    2540";"  191513";"   61157";"    2373";"     409"
"276";"T001061";"PV26  ";"2012JJ00";" 6496854";"    2761";"  152449";"  101236";"     196";"     119";"  214395";"     339";" 1341356";"      83";" 6116596";"    2510";"  187895";"   57604";"    2333";"     370"
"277";"T001061";"PV26  ";"2013JJ00";" 6449837";"    2707";"  150298";"   98522";"     217";"     131";"  205595";"     324";" 1331973";"      82";" 6080624";"    2463";"  196975";"   52553";"    2286";"     346"
"278";"T001061";"PV26  ";"2014JJ00";" 6407060";"    2650";"  128167";"   86155";"     187";"     102";"  207477";"     305";" 1224818";"      77";" 6059168";"    2413";"  196430";"   49199";"    2241";"     322"
"279";"T001061";"PV26  ";"2015JJ00";" 6459782";"    2584";"  111239";"   75500";"     169";"      94";"  209486";"     303";" 1076362";"      66";" 6128293";"    2375";"  204344";"   48950";"    2147";"     326"
"280";"T001061";"PV26  ";"2016JJ00";" 6326068";"    2208";"   96011";"   56964";"     166";"      91";"  218216";"     315";"  964189";"      57";" 6002199";"    2014";"  205245";"   36986";"    1834";"     281"
"281";"T001061";"PV26  ";"2017JJ00";" 6310039";"    2168";"   94097";"   53852";"     161";"      88";"  217676";"     317";"  867466";"      48";" 5989591";"    1987";"  197184";"   36685";"    1825";"     272"
"282";"T001061";"PV26  ";"2018JJ00";" 6274894";"    2123";"  108325";"   58281";"     182";"      93";"  212208";"     300";"  855378";"      47";" 5945807";"    1955";"  187734";"   41337";"    1788";"     266"
"283";"T001061";"PV26  ";"2019JJ00";" 7029206";"    2325";"  119753";"   71059";"     205";"     111";"  252473";"     361";"  829720";"      46";" 6648683";"    2136";"  200583";"   49091";"    1942";"     264"
"284";"T001061";"PV26  ";"2020JJ00";" 7020950";"    2296";"  118852";"   68342";"     221";"     117";"  250501";"     370";"  794198";"      47";" 6643655";"    2109";"  204852";"   49670";"    1893";"     232"
"285";"T001061";"PV26  ";"2021JJ00";" 7098361";"    2276";"  139423";"   92155";"     222";"     118";"  245569";"     368";" 1009696";"      51";" 6703272";"    2086";"  201050";"   47969";"    1884";"     227"
"286";"T001061";"PV26  ";"2022JJ00";" 7063107";"    2225";"  149357";"   97812";"     252";"     139";"  250545";"     377";" 1008274";"      45";" 6653122";"    2039";"  205963";"   48030";"    1746";"     220"
"287";"T001061";"PV26  ";"2023JJ00";" 7108885";"    2226";"  180292";"  107799";"     387";"     161";"  245879";"     413";"  875681";"      41";" 6673957";"    2060";"  207201";"   50708";"    1825";"     219"
"288";"T001061";"PV27  ";"2000JJ00";"13668767";"    7033";" 3816913";" 1064350";"    2245";"    1045";" 1929555";"    2580";"10505036";"    1429";" 7817249";"    4056";"  159673";"  233865";"    3288";"     176"
"289";"T001061";"PV27  ";"2001JJ00";"13602222";"    6619";" 3737624";" 1132789";"    2097";"    1053";" 1920156";"    2375";"10370165";"    1341";" 7840740";"    3848";"  162537";"  225953";"    3145";"     149"
"290";"T001061";"PV27  ";"2002JJ00";"13756977";"    6435";" 3824231";" 1238003";"    1779";"    1111";" 2007654";"    2304";"10105518";"    1239";" 7824037";"    3769";"  159390";"  209972";"    3052";"     156"
"291";"T001061";"PV27  ";"2003JJ00";"13633105";"    6177";" 3704514";" 1142122";"    1652";"    1010";" 2053661";"    2194";"10360511";"    1221";" 7771325";"    3600";"  153631";"  213147";"    2952";"     147"
"292";"T001061";"PV27  ";"2004JJ00";"13613085";"    6026";" 3657844";" 1099081";"    1636";"     999";" 1969386";"    2103";" 9856653";"    1172";" 7887288";"    3525";"  152713";"  217365";"    2893";"     128"
"293";"T001061";"PV27  ";"2005JJ00";"13596235";"    5811";" 3619251";" 1127437";"    1514";"     957";" 1972840";"    1980";" 9838180";"    1130";" 7905762";"    3289";"  153064";"  229145";"    2815";"     125"
"294";"T001061";"PV27  ";"2006JJ00";"13488280";"    5534";" 3419621";" 1117701";"    1348";"     891";" 1984561";"    1868";" 9801330";"    1074";" 7986085";"    3233";"  152167";"  224422";"    2727";"     122"
"295";"T001061";"PV27  ";"2007JJ00";"13215934";"    5311";" 3307024";" 1106605";"    1289";"     818";" 1977549";"    1748";" 9167110";"     960";" 7839690";"    3193";"  152234";"  220845";"    2708";"     116"
"296";"T001061";"PV27  ";"2008JJ00";"13504167";"    5236";" 3367536";" 1283803";"    1280";"     881";" 2046380";"    1708";" 9322758";"     887";" 7997023";"    3184";"  157018";"  197574";"    2711";"     108"
"297";"T001061";"PV27  ";"2009JJ00";"13581792";"    5045";" 3290832";" 1155782";"    1218";"     779";" 2028421";"    1622";" 9689186";"     808";" 8165647";"    3176";"  157958";"  176062";"    2632";"      99"
"298";"T001061";"PV27  ";"2010JJ00";"13074169";"    4938";" 3197144";" 1108141";"    1151";"     747";" 1971687";"    1525";" 9182442";"     691";" 7813514";"    3189";"  157643";"  169427";"    2630";"      95"
"299";"T001061";"PV27  ";"2011JJ00";"12827473";"    4773";" 3153755";" 1154728";"    1148";"     761";" 1984993";"    1496";" 8807552";"     632";" 7600649";"    3088";"  153506";"  163841";"    2583";"      98"
"300";"T001061";"PV27  ";"2012JJ00";"12721071";"    4601";" 3072605";" 1080641";"    1111";"     729";" 1918200";"    1401";" 9195190";"     576";" 7638314";"    3003";"  154189";"  152037";"    2495";"      90"
"301";"T001061";"PV27  ";"2013JJ00";"12803692";"    4504";" 3207582";" 1167164";"    1150";"     750";" 1944246";"    1379";" 9564693";"     548";" 7556217";"    2978";"  157709";"  150616";"    2431";"      96"
"302";"T001061";"PV27  ";"2014JJ00";"12837604";"    4357";" 3151220";" 1075749";"    1099";"     704";" 1949437";"    1319";" 9221058";"     509";" 7644736";"    2928";"  162086";"  136364";"    2373";"      92"
"303";"T001061";"PV27  ";"2015JJ00";"12928431";"    4169";" 3063541";" 1102054";"    1066";"     658";" 2043775";"    1317";" 9003749";"     477";" 7731078";"    2929";"  167108";"  133439";"    2248";"      92"
"304";"T001061";"PV27  ";"2016JJ00";"12670231";"    3646";" 2966790";"  954884";"    1007";"     611";" 2083738";"    1266";" 9258153";"     441";" 7527121";"    2479";"  171939";"  113457";"    1824";"      84"
"305";"T001061";"PV27  ";"2017JJ00";"12666081";"    3563";" 3005273";"  888335";"     997";"     575";" 2083492";"    1225";" 8715225";"     378";" 7490164";"    2440";"  164746";"  114027";"    1825";"      77"
"306";"T001061";"PV27  ";"2018JJ00";"12638176";"    3505";" 2968422";"  907228";"    1003";"     613";" 2098423";"    1196";" 8781299";"     348";" 7483518";"    2435";"  155709";"  124956";"    1809";"      55"
"307";"T001061";"PV27  ";"2019JJ00";"12744778";"    3463";" 2997103";"  912764";"     978";"     591";" 2088873";"    1183";" 9564920";"     409";" 7563153";"    2399";"  151025";"  128812";"    1788";"      78"
"308";"T001061";"PV27  ";"2020JJ00";"12742991";"    3405";" 2977330";"  887007";"     980";"     588";" 2115167";"    1165";" 9933580";"     420";" 7551158";"    2368";"  151623";"  128633";"    1752";"      74"
"309";"T001061";"PV27  ";"2021JJ00";"12661611";"    3401";" 2989569";"  908711";"     993";"     599";" 2080563";"    1153";"10557302";"     444";" 7485906";"    2335";"  151743";"  122062";"    1733";"      84"
"310";"T001061";"PV27  ";"2022JJ00";"12613654";"    3322";" 3014725";" 1011528";"    1003";"     664";" 2082514";"    1135";"11614874";"     394";" 7400266";"    2286";"  152365";"  116113";"    1546";"      84"
"311";"T001061";"PV27  ";"2023JJ00";"12564902";"    3285";" 3054140";"  962575";"    1170";"     641";" 2033188";"    1122";"10453275";"     368";" 7373041";"    2337";"  152449";"  110401";"    1659";"      80"
"312";"T001061";"PV28  ";"2000JJ00";"14549675";"   11192";" 4482446";" 1559006";"    2804";"    1283";" 1088549";"    3106";"59004002";"    5288";" 8388640";"    4867";"  208709";"  144251";"    4115";"     607"
"313";"T001061";"PV28  ";"2001JJ00";"14510755";"   10502";" 4403535";" 1640633";"    2534";"    1241";" 1026176";"    2855";"58548928";"    4895";" 8495555";"    4623";"  213080";"  144770";"    3954";"     538"
"314";"T001061";"PV28  ";"2002JJ00";"14180653";"    9958";" 4360155";" 1637626";"    1729";"    1242";"  999356";"    2661";"57692630";"    4625";" 8244216";"    4311";"  197421";"  136795";"    3695";"     495"
"315";"T001061";"PV28  ";"2003JJ00";"14113004";"    9457";" 4203056";" 1566141";"    1581";"    1158";" 1013655";"    2533";"56689396";"    4390";" 8329399";"    4109";"  192246";"  136431";"    3536";"     436"
"316";"T001061";"PV28  ";"2004JJ00";"14130591";"    9152";" 4263537";" 1633981";"    1522";"    1139";"  979084";"    2447";"56181974";"    4156";" 8326150";"    4038";"  190983";"  140170";"    3472";"     380"
"317";"T001061";"PV28  ";"2005JJ00";"14222945";"    8774";" 4282779";" 1677644";"    1443";"    1115";"  927100";"    2266";"56145083";"    3931";" 8451615";"    3759";"  191885";"  153643";"    3384";"     358"
"318";"T001061";"PV28  ";"2006JJ00";"14090108";"    8389";" 4134106";" 1635455";"    1404";"    1113";"  952508";"    2202";"54284358";"    3600";" 8460650";"    3733";"  188121";"  153446";"    3335";"     329"
"319";"T001061";"PV28  ";"2007JJ00";"14087913";"    7963";" 4119340";" 1674333";"    1339";"    1050";"  958703";"    2046";"53371456";"    3266";" 8476155";"    3658";"  187943";"  153234";"    3346";"     322"
"320";"T001061";"PV28  ";"2008JJ00";"14134287";"    7647";" 4065599";" 1828977";"    1352";"    1046";"  952854";"    1974";"51857692";"    3000";" 8597257";"    3713";"  189124";"  130036";"    3333";"     293"
"321";"T001061";"PV28  ";"2009JJ00";"13988699";"    7318";" 3983980";" 1730688";"    1287";"     983";"  880785";"    1850";"52679783";"    2752";" 8597136";"    3671";"  192333";"  126130";"    3293";"     274"
"322";"T001061";"PV28  ";"2010JJ00";"13415957";"    7140";" 3939638";" 1678567";"    1275";"     968";"  833219";"    1717";"52967719";"    2583";" 8113423";"    3647";"  189063";"  129191";"    3265";"     253"
"323";"T001061";"PV28  ";"2011JJ00";"13165396";"    6899";" 3832884";" 1635114";"    1253";"     930";"  817514";"    1667";"53237572";"    2451";" 7982622";"    3562";"  185260";"  125760";"    3187";"     240"
"324";"T001061";"PV28  ";"2012JJ00";"12870199";"    6623";" 3761896";" 1639630";"    1212";"     895";"  770294";"    1562";"51709141";"    2291";" 7820918";"    3508";"  181907";"  118070";"    3117";"     218"
"325";"T001061";"PV28  ";"2013JJ00";"12855637";"    6392";" 3808656";" 1597511";"    1229";"     860";"  738584";"    1458";"49922069";"    2134";" 7809176";"    3461";"  185540";"  115208";"    3054";"     189"
"326";"T001061";"PV28  ";"2014JJ00";"12717142";"    6078";" 3710488";" 1512077";"    1172";"     830";"  703042";"    1344";"48297407";"    1958";" 7820638";"    3352";"  191382";"  110352";"    2942";"     174"
"327";"T001061";"PV28  ";"2015JJ00";"12739302";"    5752";" 3662049";" 1574215";"    1114";"     801";"  728802";"    1244";"47892156";"    1839";" 7869529";"    3270";"  193477";"  109737";"    2775";"     151"
"328";"T001061";"PV28  ";"2016JJ00";"12481893";"    5033";" 3613762";" 1414554";"    1059";"     738";"  732747";"    1180";"46715947";"    1692";" 7668225";"    2761";"  197241";"   89975";"    2272";"     129"
"329";"T001061";"PV28  ";"2017JJ00";"12511105";"    4818";" 3602000";" 1278576";"     986";"     705";"  752458";"    1165";"45347003";"    1531";" 7703177";"    2734";"  186843";"   89407";"    2241";"     126"
"330";"T001061";"PV28  ";"2018JJ00";"12556554";"    4606";" 3548654";" 1237952";"     991";"     694";"  754353";"    1034";"43751256";"    1382";" 7816034";"    2707";"  176384";"   99162";"    2211";"     118"
